bare	accented	translations_en	translations_de	comparative	superlative	short_m	short_f	short_n	short_pl	decl_m_nom	decl_m_gen	decl_m_dat	decl_m_acc	decl_m_inst	decl_m_prep	decl_f_nom	decl_f_gen	decl_f_dat	decl_f_acc	decl_f_inst	decl_f_prep	decl_n_nom	decl_n_gen	decl_n_dat	decl_n_acc	decl_n_inst	decl_n_prep	decl_pl_nom	decl_pl_gen	decl_pl_dat	decl_pl_acc	decl_pl_inst	decl_pl_prep
короткий	коро'ткий	short	kurz, knapp, eng, nah (vertraut)	коро'че	кратча'йший	коро'ток,ко'роток	коротка'	коро'тко,ко'ротко,коротко'	коро'тки,ко'ротки,коротки'	коро'ткий	коро'ткого	коро'ткому	коро'ткий,коро'ткого	коро'тким	коро'тком	коро'ткая	коро'ткой	коро'ткой	коро'ткую	коро'ткой,(коро'ткою)	коро'ткой	коро'ткое	коро'ткого	коро'ткому	коро'ткое	коро'тким	коро'тком	коро'ткие	коро'тких	коро'тким	коро'ткие,коро'тких	коро'ткими	коро'тких
данный	да'нный	given, present	gegeben, vorliegend, entsprechend			да'н	да'на,дана'	да'но,дано'	да'ны,даны'	да'нный	да'нного	да'нному	да'нного,да'нный	да'нным	да'нном	да'нная	да'нной	да'нной	да'нную	да'нной,да'нною	да'нной	да'нное	да'нного	да'нному	да'нное	да'нным	да'нном	да'нные	да'нных	да'нным	да'нных,да'нные	да'нными	да'нных
необходимый	необходи'мый	necessary, indispensable	nötig, notwendig; erforderlich, unverzichtbar	необходи'мее	необходи'мейший	необходи'м	необходи'ма	необходи'мо	необходи'мы	необходи'мый	необходи'мого	необходи'мому	необходи'мый,необходи'мого	необходи'мым	необходи'мом	необходи'мая	необходи'мой	необходи'мой	необходи'мую	необходи'мой,(необходи'мою)	необходи'мой	необходи'мое	необходи'мого	необходи'мому	необходи'мое	необходи'мым	необходи'мом	необходи'мые	необходи'мых	необходи'мым	необходи'мые,необходи'мых	необходи'мыми	необходи'мых
добрый	до'брый	good; kind	gutmütig, gutherzig; gut	добре'е	добре'йший	добр	добра'	до'бро	до'бры,добры'	до'брый	до'брого	до'брому	до'брого,до'брый	до'брым	до'бром	до'брая	до'брой	до'брой	до'брую	до'брой,до'брою	до'брой	до'брое	до'брого	до'брому	до'брое	до'брым	до'бром	до'брые	до'брых	до'брым	до'брых,до'брые	до'брыми	до'брых
тёмный	тёмный	dark, obscure, shady; ignorant	dunkel	темне'е	темне'йший	тёмен	темна'	темно'	темны'	тёмный	тёмного	тёмному	тёмный,тёмного	тёмным	тёмном	тёмная	тёмной	тёмной	тёмную	тёмной,(тёмною)	тёмной	тёмное	тёмного	тёмному	тёмное	тёмным	тёмном	тёмные	тёмных	тёмным	тёмные,тёмных	тёмными	тёмных
серый	се'рый	grey, dull, dim	grau			сер	сера'	се'ро	се'ры	се'рый	се'рого	се'рому	се'рый,се'рого	се'рым	се'ром	се'рая	се'рой	се'рой	се'рую	се'рой,(се'рою)	се'рой	се'рое	се'рого	се'рому	се'рое	се'рым	се'ром	се'рые	се'рых	се'рым	се'рые,се'рых	се'рыми	се'рых
основной	основно'й	basic; fundamental; main	Grund-, Haupt-							основно'й	основно'го	основно'му	основно'й,основно'го	основны'м	основно'м	основна'я	основно'й	основно'й	основну'ю	основно'й,(основно'ю)	основно'й	основно'е	основно'го	основно'му	основно'е	основны'м	основно'м	основны'е	основны'х	основны'м	основны'е,основны'х	основны'ми	основны'х
бывший	бы'вший	former, late, quondam, ex-	ehemalig; der frühere, der Ex-							бы'вший	бы'вшего	бы'вшему	бы'вший,бы'вшего	бы'вшим	бы'вшем	бы'вшая	бы'вшей	бы'вшей	бы'вшую	бы'вшей,(бы'вшею)	бы'вшей	бы'вшее	бы'вшего	бы'вшему	бы'вшее	бы'вшим	бы'вшем	бы'вшие	бы'вших	бы'вшим	бы'вшие,бы'вших	бы'вшими	бы'вших
подобный	подо'бный	similar; like, such as	ähnlich; derartig, solch			подо'бен	подо'бна	подо'бно	подо'бны	подо'бный	подо'бного	подо'бному	подо'бный,подо'бного	подо'бным	подо'бном	подо'бная	подо'бной	подо'бной	подо'бную	подо'бной,(подо'бною)	подо'бной	подо'бное	подо'бного	подо'бному	подо'бное	подо'бным	подо'бном	подо'бные	подо'бных	подо'бным	подо'бные,подо'бных	подо'бными	подо'бных
широкий	широ'кий	wide, broad	breit, weit, zu weit, umfassend, weitreichend	ши'ре	широча'йший	широ'к	широка'	широ'ко,,широко'	широ'ки,,широки'	широ'кий	широ'кого	широ'кому	широ'кий,широ'кого	широ'ким	широ'ком	широ'кая	широ'кой	широ'кой	широ'кую	широ'кой,(широ'кою)	широ'кой	широ'кое	широ'кого	широ'кому	широ'кое	широ'ким	широ'ком	широ'кие	широ'ких	широ'ким	широ'кие,широ'ких	широ'кими	широ'ких
прежний	пре'жний	former	der frühere, der ehemalige, alt																														
небольшой	небольшо'й	small, not great, short	nicht groß, klein, gering							небольшо'й	небольшо'го	небольшо'му	небольшо'й,небольшо'го	небольши'м	небольшо'м	небольша'я	небольшо'й	небольшо'й	небольшу'ю	небольшо'й,(небольшо'ю)	небольшо'й	небольшо'е	небольшо'го	небольшо'му	небольшо'е	небольши'м	небольшо'м	небольши'е	небольши'х	небольши'м	небольши'е,небольши'х	небольши'ми	небольши'х
пустой	пусто'й	empty, hollow, void	leer, hohl			пу'ст	пуста'	пу'сто	пусты'	пусто'й	пусто'го	пусто'му	пусто'го,пусто'й	пусты'м	пусто'м	пуста'я	пусто'й	пусто'й	пусту'ю	пусто'й,пусто'ю	пусто'й	пусто'е	пусто'го	пусто'му	пусто'е	пусты'м	пусто'м	пусты'е	пусты'х	пусты'м	пусты'х,пусты'е	пусты'ми	пусты'х
особый	осо'бый	special, particular, peculiar	besondere; Sonder-, Extra-; speziell			осо'б	осо'ба	осо'бо	осо'бы	осо'бый	осо'бого	осо'бому	осо'бый,осо'бого	осо'бым	осо'бом	осо'бая	осо'бой	осо'бой	осо'бую	осо'бой,(осо'бою)	осо'бой	осо'бое	осо'бого	осо'бому	осо'бое	осо'бым	осо'бом	осо'бые	осо'бых	осо'бым	осо'бые,осо'бых	осо'быми	осо'бых
красивый	краси'вый	beautiful, handsome	schön, hübsch; halskette	краси'вее;кра'ше	краси'вейший	краси'в	краси'ва	краси'во	краси'вы	краси'вый	краси'вого	краси'вому	краси'вый,краси'вого	краси'вым	краси'вом	краси'вая	краси'вой	краси'вой	краси'вую	краси'вой,(краси'вою)	краси'вой	краси'вое	краси'вого	краси'вому	краси'вое	краси'вым	краси'вом	краси'вые	краси'вых	краси'вым	краси'вые,краси'вых	краси'выми	краси'вых
